PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,label
1565.9723545412844,-109.96733298316268,526.3328722827828,-347.1678882523398,-273.39713748329024,171.25021304164576,253.49842088340867,226.56965661098312,-834.1449464687346,-204.63418533209,-2.733853047677636,-382.1127606239845,178.24326567040495,-354.7734890878534,207.0191966655723,-24.9317235488923,69.37171490081545,271.23666726801144,162.72724864907045,-55.10647368443818,0
658.8408965722425,335.687158209553,-356.0475238939706,165.63638737518792,-46.09153541290798,-546.8773392066646,-0.06550669414329235,-711.959888565955,114.7481450958376,54.172985374318365,-1.3739505584817324,-209.78209886713054,-64.32304109709426,-99.61832275406437,279.60588554085325,-296.8702493397043,-227.3873451000385,165.17098422884376,-58.511480161054244,-6.019716488743199,0
631.4189082577974,14.154772071898602,255.8685373047301,140.7534925304758,-459.1677896961686,-414.06589449512364,99.09141723105523,-112.97727225260596,-632.3317753419401,-79.41174022206349,197.94375801634774,-584.4991597936701,105.22093365319043,-329.29239636504315,-319.9176758293392,70.00964828655047,-301.71279614145396,182.6731444129017,271.1131469290075,140.74972867912015,0
1733.0462635024255,193.65236943708774,-696.0678801684336,531.0773106896687,-561.6630773986166,-199.9760614608147,221.59008037702026,260.24442298966034,180.240949296411,209.3954763771715,-144.50373127288734,20.343604194798985,-343.4513766623634,332.3085778688716,169.40075352523672,330.42901357853907,-301.047002053979,8.166745893473264,311.42370554260566,-88.59987442603715,0
1148.0156807136582,693.4223821751912,627.762476843361,-451.56507234787347,-1106.177912184426,550.9703461212887,210.76748412584087,-174.96038918334946,-244.93070300110062,429.7912084733762,-88.36990835095708,465.4833598693909,-48.77535405938137,-118.80264525392575,-147.48092919028304,148.77336986176772,563.893689814814,-224.94617935314713,-254.5746207053451,-77.79800988662186,0
1355.4786838861621,236.96143186688067,258.7703974430447,-606.3058643889285,-1007.7429146185232,414.3740600214787,637.1126401857344,655.1537728533908,-232.85484051100832,429.1798238642455,217.98105778385693,313.8223956229031,52.7289597876485,-298.09961559632274,-138.08785082950072,-289.81756705738957,464.4370449147576,96.47751196313617,53.70775291571891,-91.44650089329812,0
1350.5398805832788,78.77704248581045,-1043.2690282367607,-101.31623416652862,-615.7924298735035,-254.62031272876084,-205.75008830473178,11.26664120504529,169.73882237252948,105.01161819661588,-56.28354408126966,72.53872696270295,-197.21428754198018,453.20483402514907,4.065196816006638,-46.817049216900905,78.6485269723928,227.36014735847988,226.09982101405853,59.376838956627395,0
786.415964304876,-69.96122555006093,-158.66672134326106,210.69561972174893,646.0092180609056,-315.1985276212543,281.483798362733,-538.3513193368422,320.14165165975584,-236.2880609972756,256.92034957463085,-187.82405398887136,207.54739902592004,-203.5097508243565,336.2488986838477,-200.7919410125359,-170.9102466123858,435.64602365085744,34.430534846817125,-380.8679413661406,0
708.5314437801194,-343.1654225121414,711.7784619001786,127.13425978566494,532.8584941247104,-208.495978949797,250.35601866369942,-226.0967528810926,142.14219781779792,-171.44323076346907,128.58906454421512,-358.23790543763016,351.7352682084902,-18.109321328919634,335.21548476804895,7.343521794335395,-185.035399888628,498.81317343762987,-8.240342034000914,-76.67046243150136,0
704.733653324473,-53.48150047805405,-138.84472647594643,-530.3863669807112,191.0463386573204,-323.7587917862139,259.91586092367623,-213.8683268866229,-33.711740715805746,-99.81703306608571,361.1252977953542,-88.70938326696982,60.95802741903197,-44.410366935119974,289.8884858554897,-43.62135445548272,-367.5819615636595,898.7866972145297,-17.89400776075085,-21.510243567024023,0
