PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,label
3342.7211158509695,-1252.7550715148486,77.50835601038223,-23.837366534855374,-216.54929379410115,334.52319232836385,296.95715327059554,87.28138160637813,-1308.5166730661529,124.0604123731458,86.62119267166433,-534.1370489221143,19.968065658681077,-8.544728907297397,125.1707504936518,61.538028507256776,-136.35180093652536,321.67609442545216,-339.9115663094525,-136.16694523241446,0
482.70317241825774,-1976.2525115482722,1403.9156472658142,473.0874955717284,536.4896997809017,993.2644549174084,1106.7349091736858,-599.1843116846667,588.4577816284605,-124.54505206945596,-606.6088304716004,582.1878466528427,-86.5248356371006,377.4797352554815,-251.69655023936707,250.72533942881762,-99.15934724969442,-33.08705575505827,-541.8239713542392,-119.23724357476961,0
1668.8330902176824,2733.869740078024,1007.2140153438085,998.2828363885225,1370.9909829872336,-310.8791532867438,-767.9825001540676,804.3053771886119,-789.6992467730628,-393.0203449310511,204.11691276239972,320.84501425240444,428.4071825463009,257.53759569251287,695.2244568964134,-44.654898132602035,884.5412302682025,-102.48803444584979,120.82366056606475,-181.03187479354872,0
-2592.304435043634,126.49114379245475,-1742.225979786757,800.3114936147823,1867.98766368711,-1148.3659361364555,-155.2227909528304,-77.44764301582497,696.0433167293389,64.15501109756595,-76.42888080723907,404.7984287681885,541.7991170956263,-360.9566941615893,15.003959534655362,-79.98146982396021,-883.3408642926506,323.1463912785792,-150.61668960142944,289.537775024115,0
-1480.6595851254592,-817.9658104824886,-1086.6117133036823,476.8768529288416,1261.4980903687044,-457.1421302200013,220.7865348914976,-131.9507535657563,-581.3837435263306,27.070391635586713,-17.500881642626005,587.6187934168528,-637.9320057090044,165.28172536087322,-513.641905015524,-145.50557483334535,119.03516136883086,485.4815834566743,145.9209573983523,-306.4936297832613,0
1957.7383469447045,-2765.795639286324,269.8273079452552,-40.79280445433755,-865.1860853845466,-794.5057983134382,-147.09172429580502,693.5906152563807,-423.54581793277816,-448.8232047354566,689.0706628717929,917.42475203048,690.6979565410829,-595.1699544979999,236.7904004947616,-243.96586097236647,117.62515066642312,14.38087933706072,421.34300825961327,212.6148754156227,0
1407.138970225143,650.7983033433189,-892.1071753070702,1149.8649059600355,726.2241773916048,48.34251743999625,-243.7939913034805,-2.6731803148702284,365.4280190581387,-421.97592105446665,87.17368897158183,-287.71682691000166,-229.32563298828686,-233.74692303047422,-258.43649620796464,-327.7311546549413,15.473934836853976,-447.64848307190766,207.5091512646456,-131.18464936081332,0
1392.8616217246934,-3323.1847350520493,270.5046528324436,-201.10912661597152,-887.6459850866216,737.9601060905751,65.4582191496135,107.11372265379515,-507.1244762695784,634.1394527805614,88.70084833254298,254.3011276833293,-164.07935288651368,-242.92596169879337,-97.16921109723756,100.7787133662675,-203.694927460502,-25.024719051767352,54.087182341883604,-160.50922500017202,0
-830.5355434739441,-182.49376508195886,984.1362735841558,1111.4660174976564,466.7799589196907,-836.7350773644921,-325.04122277135235,-104.81529990665635,-367.9835861949779,-374.2296333938684,-284.07187149573895,191.89094840563237,-36.93236051613986,-100.41291704510229,-23.411570228220523,75.69080641058889,-65.18330673339906,-201.07542036261495,-226.81419236026488,-102.40161079787093,0
1553.6017491113828,-1205.4936864799442,-366.97892248909557,-756.2205007397957,183.09960667525598,-177.41074298575197,-211.49734115613344,12.448940632588618,432.4476418904798,679.1806682423181,-43.600825924759604,64.00567674163271,-315.26117200311546,-58.38828202694989,404.9769470874447,535.3466917126046,11.799531411431733,-578.5618745630733,-176.63728415421068,413.5233491354227,0
8.74812571150236,-1203.9685610823565,-88.13652716762793,711.2547770997485,588.8468208973907,448.2943570849782,-47.512861767660056,212.3903690013396,-551.2356469521457,-135.05939310028091,103.42709422350221,-145.66467357301877,-191.26318015973175,-86.76590892981976,50.76062784116654,208.1535651178016,558.8646080676101,224.70518605707542,4.463758806133394,-64.30827305536967,0
184.92435091886748,-573.9988662017216,-1592.250594371625,858.7258519471184,1198.3861808932452,-533.4398735669229,-381.6193818512866,-77.14739748272541,-130.79815329543902,81.59951966492255,5.395644561052348,175.8023566568372,-162.50137039310187,-6.417762950058225,26.874761093816893,-106.60657499067555,-161.1211831970767,-371.0603839783556,107.58863448337725,-81.58451782750193,0
908.0783972384617,562.3687615818546,-27.78041960644851,-271.34599951317693,-386.43604232790284,263.8137389598978,7.921710508056964,-401.93075072009276,-36.482119040025445,-197.4199415506047,-225.18785584570847,-1360.2365448611868,666.7487591280634,-284.7142026489588,284.54072944500945,270.37387712935333,55.30369682356402,-31.524877381585522,-524.5650145082374,349.06228309548953,0
1631.777301448548,846.761621250004,-2068.8269017067214,2051.919765314875,2733.258831202898,117.2132299348103,-126.23008152930556,-254.16400803680708,127.37026127690432,-131.71726470856595,191.1311572802418,-46.69925891080015,-79.3551112624304,13.638451219710015,-250.52222041762215,175.43312328237997,122.3349319177934,-147.52105571889751,187.2402183741924,291.9891747941761,0
971.087481317074,-889.7478270767382,-590.103356509718,1116.436654476369,898.2168240160221,370.18873601953334,41.12506433519674,321.73656780696194,-212.15036155951069,-93.93657498770467,-193.9315337109774,-179.81605896875126,-350.98967853037095,74.1266976876239,235.31659149771545,135.28195760839142,-398.24133223143536,-182.7926684648884,-37.20915504909261,-237.13339366930887,0
2036.8678724245551,2045.3838837595033,-2270.3020105720243,492.354541650513,230.4539642484155,-1365.226643810274,679.0658259008453,-153.21404268879522,137.85552462262785,230.12279765573246,145.02569480777888,-337.03620931888184,22.008311269928416,-96.82560562884014,216.4776113581194,129.6016557377309,228.30028511884015,-399.9734806353845,46.010149882708475,-136.146752706445,0
3082.03306465746,-1365.397490376038,-402.44847379306424,-301.30581088368126,-656.5737223137679,-299.81040697057057,-337.1840502134973,292.33882125599774,-534.4469307597814,-94.68510305443324,550.8874994438274,600.9774996180731,543.0613972762636,270.8241011955756,506.59589736026425,-265.6406301335417,581.7224148656736,-366.86331787233894,256.46748851868097,499.7827810176583,0
